Bridge_ID,State,Latitude,Longitude,Material,Age_Years,Length_Meters,Lanes,Deck_Condition,Superstructure_Condition,Substructure_Condition,Daily_Traffic,Truck_Percentage,Avg_Annual_Temp_C,Avg_Annual_Precipitation_mm,Last_Inspection_Year,Repair_Cost_USD,Repair_Time_Days,Deterioration_Rate,Failure_Probability
100012,IL,37.14747639359751,-114.63162031925461,Composite,50,602.6571473932825,3,7,7,8,11358,14.586169644736588,13.777634635465127,319.76194204,2016,222734.22140916446,68,0.041784258314026164,0.024162262770883708
100013,IL,30.318614116246685,-120.23211837306788,Timber,20,208.56151274856353,2,4,6,5,112113,5.338595740030771,29.5604840658389,696.4769019662779,2015,4140913.487872326,140,0.018262440187439968,0.09896591259419583
100014,CA,41.03818491181778,-117.66653108684154,Masonry,82,1342.5421032909142,5,7,6,4,110687,10.958891773458319,6.317754277907952,306.37734541955064,2019,743671.3909778162,61,0.09932037332928693,0.0605557861548607
100015,FL,26.134037643887623,-121.6540735586869,Timber,40,1399.630153829615,4,4,7,6,171481,10.59531886732952,16.111688363481413,263.7815963820605,2020,555385.6531706265,36,0.15930247665227953,0.08572903336697063
100016,PA,48.78205184340629,-121.01409617553398,Steel,33,180.94744438702628,2,7,8,3,116842,17.675980107034462,20.925267907587745,1183.3620596677106,2021,3459771.7400437267,232,0.08597423024777505,0.03791444510366358
100017,FL,26.579970624781787,-88.406682930758,Timber,71,1989.788096282174,3,5,3,7,188556,38.53313461876593,22.127942545751658,1665.6325862705846,2016,4733362.977174565,2,0.293407365207555,0.052860467469873954
100018,CA,48.464882739055675,-115.01410320988963,Composite,33,1881.9479508067932,5,3,8,3,149813,9.579350497420888,35.04840154052437,1483.0504340216748,2012,2271929.2076525697,319,0.09040775926458829,0.032432448645039025
100019,GA,29.375033126076254,-69.45532170500067,Steel,30,602.0557849102497,3,6,5,8,175154,22.00912263950552,19.224586595029805,875.5598962494597,2013,3852697.6719626486,104,0.1431993168898563,0.08813619542899478
100020,NC,29.055050057036745,-122.2488122128001,Steel,72,47.51802100925154,4,7,6,6,96855,24.104626423603957,28.595395940522877,1264.1400397992375,2014,2985522.0258465763,296,0.09656276661368315,0.0724432374821674
100021,FL,45.11394629085103,-121.92968193802398,Concrete,30,233.87247737665126,3,4,7,4,119338,19.89359536076057,-1.3591936576651378,242.3252185761397,2012,2749729.6632256093,236,0.18067797126489432,0.05575340557216749
100022,IL,41.86157541039941,-118.3766837416673,Steel,97,1877.0045176958033,3,4,4,8,188160,23.42907703838537,1.3863161826802841,1282.630197367859,2014,1815703.5318173987,190,0.10661036022996548,0.024715164807189646
100023,NC,25.52427086696462,-113.92661038435381,Steel,81,1708.6459218327145,2,4,6,3,19947,15.42620284516468,9.13225392770903,707.6105222294941,2013,4718496.588628798,49,0.013472149449553494,0.04706863418918611
100024,CA,30.165549762008506,-85.16833706663911,Concrete,84,91.97892742517202,3,5,8,3,174224,29.262881414042425,9.58275526748059,365.9636095698421,2012,2281851.598642125,124,0.1245416117188518,0.07713264992108636
100025,IL,32.83054650784389,-83.37587631899422,Composite,26,182.7482863618967,5,7,4,4,38733,37.938234999017574,-7.378249791112798,1154.085595674394,2023,655323.5827409673,165,0.10495319245044143,0.03948055173970121
100026,FL,35.38840164226477,-82.43843133881975,Composite,95,613.1410465536101,4,3,5,5,69345,28.625631691589753,-3.561164555032156,886.1118663951456,2017,2560123.072876048,225,0.078663257808516,0.06699476277449962
100027,FL,34.57505817450736,-79.24251780632966,Concrete,79,1631.7516661294917,4,8,3,7,98717,35.633360275663804,39.976727667183695,622.9912629632217,2015,109407.57966811032,312,0.019096156376627763,0.009880958936739577
100028,OH,24.587593763984636,-87.01298034251175,Steel,53,414.77286158706835,2,6,6,8,41007,16.666324425360706,22.713556502489595,1556.811598974038,2019,2248727.5922936904,182,0.225064775380973,0.023779146473323357
100029,FL,42.74326690244361,-96.70938353700555,Timber,45,162.05853658025617,3,5,6,3,162512,15.766577282006075,33.99267415617961,315.0054946368675,2010,2045593.1131456196,51,0.25723730112797233,0.06064558521097537
100030,TX,30.44172294795856,-106.85745859478502,Masonry,62,676.4609438947899,3,7,6,7,83700,7.0939789280715395,5.5249736616518526,1014.0129088239044,2023,1870692.5319421636,155,0.07526063758845401,0.019942477477310278
100031,GA,35.17191820164166,-106.4550034928677,Concrete,13,1391.2090547320636,5,7,4,4,133820,37.75076049963919,6.952924515019635,635.7464001106657,2019,437063.8210152526,285,0.21400378266261927,0.06472827656772738
100032,NC,41.816627330377464,-103.60803685564997,Steel,9,406.5596138803996,3,3,3,5,130226,12.272355104455503,4.8436843716069795,255.63612971783783,2019,285605.36511649884,231,0.08979010505006943,0.07613045728478972
100033,CA,26.541085890379122,-96.65945138839743,Masonry,25,931.7437273134492,4,3,7,7,71730,32.77930015051673,-6.254677453727167,1305.4618674840258,2011,310518.06854844594,101,0.23150184106748606,0.08531417244701661
100034,NC,28.613675329483613,-105.07076007518211,Steel,10,1333.8470347665352,3,7,8,5,155794,13.43920482965727,14.83510646763094,726.6215049527683,2022,470235.3595867747,259,0.018692105736909166,0.05223777820144212
100035,GA,31.700061427589915,-83.53300956583641,Timber,50,11.0055754973698,4,3,7,8,15937,25.542444436368104,-2.3693329921796478,1868.4304746768382,2017,3021160.3553890972,325,0.04397072848382431,0.019909749086806008
100036,FL,48.38251102775551,-68.17309711413385,Composite,35,1549.6220237831924,5,6,8,3,48297,36.53053303562162,-9.278631655878497,417.8823597169028,2013,232416.27489540787,33,0.08329725802004817,0.04343118033421623
100037,NY,38.730152383131184,-116.87118247815421,Masonry,67,1309.4689560292127,4,6,6,7,115979,33.90841967236085,10.082529926860847,1899.5200599159668,2017,754597.6404441277,346,0.08199566982497263,0.022588665733332364
100038,IL,38.059209306791686,-74.94239482105485,Concrete,76,1544.8126478055597,2,8,6,7,32730,22.08826764897757,18.01799320760238,1380.519958086568,2016,356553.26011211064,134,0.15444144092946463,0.05219318578353755
100039,FL,47.1028978927156,-73.95487231530265,Composite,52,763.5308287931013,3,3,6,8,152221,17.0518313044045,-1.5213173847940773,943.0376796965921,2014,4149995.471159463,201,0.21767479427849526,0.01733812759293106
100040,CA,45.366925597885555,-107.33395887523625,Concrete,43,1400.5888595349988,3,6,8,7,180610,37.60577933963197,23.65061435582342,1942.000898109591,2017,2456398.811810604,338,0.17899688351628468,0.03835779996207826
100041,CA,41.45276031376479,-93.93875912243494,Masonry,77,474.4591365677243,3,7,3,6,47827,29.420982782760703,-7.564512929871217,974.5072871961679,2018,4451006.081948214,38,0.2230900077599095,0.09400934461632367
100042,CA,33.32355030151378,-123.87160993825103,Masonry,59,414.8420462696668,4,8,3,7,90218,10.891987516916767,16.654657515630575,688.0760204081641,2011,2032100.8004309174,230,0.24699389867853658,0.058521023464879876
100043,GA,35.80067636673763,-122.31654032915559,Concrete,21,760.8536269943056,4,3,8,3,128330,14.906711993145551,-4.656341920244086,1505.1519345925822,2015,3271933.0010303543,237,0.24838706409160455,0.0380665048764436
100044,TX,47.48919696311437,-121.42650383996201,Concrete,30,823.1114683316214,5,4,7,4,13015,16.28792646026304,22.562216932462576,1414.437479216974,2012,872232.788357449,106,0.19339135239764507,0.05776929107615923
100045,NY,26.880307319251983,-81.21272573869916,Masonry,12,878.2302757998941,3,7,3,3,73248,15.857535828713987,-7.015805015404888,1523.1952269385588,2011,3331836.8717915984,10,0.18448988670521388,0.09851983198429916
100046,NY,37.94288209939009,-102.47203061103926,Composite,46,1572.7266947055791,4,8,6,3,166599,25.023172286129533,23.64121322102877,773.0327107437731,2011,3526164.6046160324,221,0.11264688328851792,0.046310717483591356
100047,FL,48.922828483605,-85.87675903663697,Masonry,40,1381.7393998763614,3,6,8,4,176551,12.637902534197144,29.646962758740706,482.04557986826603,2021,355681.1304418893,272,0.09509819365862422,0.028773202977423272
100048,TX,30.070958091842154,-91.57900840843524,Steel,92,1474.677912781954,3,8,7,4,135408,39.52921528831731,-1.8848641106313195,1415.737998808642,2018,4007020.862131401,351,0.17444156556657509,0.010410169692746805
100049,FL,34.5973079639125,-86.80617912586997,Masonry,42,1837.3277638540876,2,6,7,7,17843,10.352053231070283,37.885239139432635,542.3444594260238,2016,3630329.2454577913,256,0.08462589401986834,0.04258051931815601
100050,NC,41.15475861737309,-99.30699641049989,Composite,36,1707.407190781708,5,3,8,4,151423,8.81160103857041,11.244351021316099,1600.019348026977,2021,3579836.6651112004,48,0.2074320845813536,0.0175244068769854
100051,GA,41.92772850984089,-114.50613994583719,Masonry,82,1609.5921454648608,4,5,7,7,182296,23.319266517107145,-3.2405713301753813,1983.2652457850988,2011,2909293.2705233195,312,0.01408457241226059,0.08441885712843952
100052,NY,48.092815692220825,-116.1549943373625,Composite,24,953.1967587841841,3,6,4,6,195641,6.510374867415411,12.402709966670365,1777.9197050861899,2013,3223768.4084487935,303,0.05308517371053229,0.06420392774915262
100053,MI,27.122243627741184,-114.04940467493323,Composite,11,533.8810408952293,2,7,5,3,146954,17.83838905896154,7.388400078042238,856.4586722743832,2015,3775217.0203121975,134,0.1704331046792626,0.08066160567899612
100054,TX,26.475889107372307,-93.46128135491256,Composite,98,1079.787335343842,4,8,7,7,96185,32.98544508420095,3.9104686206135693,302.5355911476531,2017,1413313.0890042803,216,0.23813771119298086,0.09074936057998784
100055,NY,28.47692412693402,-90.97453175341082,Composite,46,147.62611043063936,4,4,8,3,43223,31.44037152553218,36.56147241922298,1333.2525005245673,2013,2820712.336276113,6,0.19207587740073387,0.07706572186893537
100056,CA,43.38155473668512,-94.74331281987995,Composite,78,165.60060034225646,5,6,3,8,181173,39.657011033009745,36.261688657859864,854.3301047748953,2013,2341719.037962315,156,0.032838502349146106,0.06856876536701602
100057,MI,43.485076800707,-102.39138147296488,Timber,29,357.931614455998,5,8,4,8,199858,31.752984221704324,23.40711494693204,551.2012639389551,2011,4495318.690976923,290,0.1878449999685366,0.07790825247598514
100058,IL,40.528544844410646,-94.84958501514168,Masonry,80,1917.6327331169875,5,3,4,8,106579,8.721419714386027,3.499075651941805,1721.7232034172278,2010,1737526.313037476,287,0.047473642462753596,0.09635747028526312
100059,IL,30.14060921929463,-78.2224805455991,Concrete,59,179.81942938763805,2,4,7,8,118157,16.347741669785485,12.519954082542082,426.22109245827863,2011,3052148.9713663505,15,0.15939311303930545,0.050249459902891556
100060,CA,48.35709156687871,-114.20952389831902,Masonry,79,1204.6780234612056,3,8,8,7,54907,28.315972178115278,10.290324080926226,445.25525466381305,2014,366623.9924162963,362,0.12698032177445642,0.042427458543634666
100061,GA,34.349503854618156,-71.73646968534067,Masonry,71,13.458194167583143,3,7,6,3,175911,38.034130677780375,9.119428523978211,222.39475534917943,2020,951015.1307072089,271,0.16566089463657846,0.0600756368443504
100062,NC,41.97999801358189,-94.65973775290348,Masonry,15,1192.244477082242,3,4,4,5,34021,15.886432033536966,18.586341679688132,305.0662041028379,2023,250235.95938841792,68,0.14462227682968629,0.03548151357463428
100063,GA,28.361720258162602,-114.40405996680771,Steel,35,1915.537295044464,2,3,3,6,152172,34.50953767052684,27.12605651853068,1900.7819877106706,2019,4904101.997328201,65,0.10287434366195086,0.03190951455978682
100064,FL,44.83029874884781,-93.0630678311903,Composite,49,1992.5963184608393,2,4,5,7,33268,31.91448748359303,27.479016885312845,924.1636441465724,2017,4192313.7932165978,331,0.0770625294267125,0.06168727286027806
100065,NY,38.299020502541325,-68.19702006568033,Concrete,55,320.01095011920404,2,4,4,8,79536,22.907763307372903,-9.07688438798219,1937.7400681589172,2021,2072429.9301131135,204,0.20746656158726423,0.07415634243056685
100066,FL,28.52222031460024,-102.12916432220153,Steel,62,380.1160160661282,3,7,3,4,128064,31.3582947081138,10.961640306553786,1443.0771768335421,2016,3680985.2312864237,153,0.29503026843037633,0.023992693899170192
100067,OH,38.069454498509415,-114.21960279983213,Timber,98,1248.1711503322354,5,5,4,8,113381,28.693277259408436,38.576329041626806,1008.5697111736494,2023,2732243.694247039,181,0.2716815493831019,0.01461650666312891
100068,NY,48.18030669950633,-84.00035130986501,Masonry,25,1222.608687456032,5,8,5,4,187700,34.40624572728409,1.615190214627031,1085.8644370372754,2018,4457949.651343269,293,0.09717074468789208,0.030622734421834687
100069,CA,41.62007567997243,-100.87370666212354,Composite,20,1255.6497577450484,2,5,4,3,120892,35.91743993170144,23.53111687784606,993.86217906042,2022,1046464.2365508075,138,0.15944615113827804,0.05899493688613755
100070,NC,27.66567945281701,-83.27564296539737,Composite,72,1802.7339483965557,4,6,3,8,155266,13.14469380927026,39.2985886461801,1129.6522558177126,2013,2834488.0488916337,159,0.2023437924693521,0.0024774978527513374
100071,MI,41.22046294817904,-87.31295235720438,Composite,87,1217.6375729408596,5,6,8,4,63881,10.069505107588904,0.022125528485631207,1694.7883297702354,2019,4612020.838365802,126,0.21773076649216042,0.04753289210733252
100072,OH,47.335234695533565,-88.97534864198747,Timber,9,1116.1636943990752,5,8,6,4,73758,28.42557190030781,15.340788803837878,1459.779974881556,2013,1232652.507870772,190,0.16677062963905262,0.07838343602007804
100073,OH,34.359419077589244,-122.51920172252268,Timber,50,483.60871924134574,5,4,5,5,181427,39.01168975744067,1.5070737352886372,982.7209112592491,2010,1680001.797789242,97,0.29742936216309335,0.0020014910137339708
100074,FL,39.50728106332879,-116.20566899681069,Masonry,41,702.3569648468399,5,5,4,6,46315,29.187489014998064,0.18919407943571542,901.0460106590376,2016,4671487.096151575,10,0.11473659512184241,0.08401530333162191
100075,TX,35.165293848358885,-73.95377415549356,Composite,9,1818.663006679441,5,5,8,8,114635,21.06728431762618,35.68490222838078,1065.0712894001226,2020,3351029.8233658513,149,0.2047354054646707,0.039587549065565907
100076,PA,30.185860728499932,-101.18256606281379,Concrete,22,1648.6271949328634,3,4,8,4,109767,22.291631546215577,20.72044418802336,284.9746414965456,2019,4339127.504584719,263,0.19103867238376718,0.0049399782808790624
100077,CA,37.83660622571752,-119.9560966293044,Composite,87,368.79401361033695,5,8,3,3,29640,5.271443511940631,20.407629588550765,1677.3887343705996,2015,3758111.593306354,86,0.11363278973056458,0.06908423408613037
100078,PA,27.994363698024813,-81.61099355633156,Masonry,67,1924.4226008569265,2,7,3,7,194131,38.2530614871052,11.411716018445592,738.5298001910834,2023,4930800.141883057,266,0.19138737505089323,0.012888362538783844
100079,MI,28.965091397146374,-106.72713674681528,Concrete,5,91.8462255143122,3,4,3,8,96826,7.445953771578572,-8.719508876475171,763.3771872202294,2011,1566645.9434230996,289,0.2156180323949912,0.08574336922563415
100080,FL,31.850944753936012,-121.18218611539419,Composite,78,905.8392597588984,3,8,7,7,97725,39.10687834512049,29.07122769606371,1105.2320350264454,2012,1380935.219256813,62,0.20168627591158805,0.025505277379198384
100081,FL,24.995710896495996,-93.40104747609897,Composite,26,1284.2730391631692,2,4,7,8,195191,34.418149837226174,4.079203289126685,202.63889277825302,2018,844567.3006812631,97,0.11102522488601324,0.0561432564350811
100082,IL,35.265683759474896,-79.3613306954571,Masonry,93,468.51390253358636,4,6,4,6,53012,13.139741817096407,28.419792709902282,1386.6861902775574,2015,2051340.8678600963,359,0.28881242973220256,0.012619835969647143
100083,TX,43.269014233402864,-88.72817906986782,Concrete,49,1514.7164554533772,3,6,4,3,169420,39.15379129137307,-5.80298523209248,1377.0913487301304,2014,773228.988297084,115,0.24218552384649708,0.04423404729255176
100084,NC,27.382955989646476,-114.99662739293848,Timber,5,528.0101779034824,4,8,5,3,50414,18.68861202014682,-7.649049360495366,706.2147674994885,2021,4623133.921024836,178,0.07564119593584856,0.00277588661787798
100085,TX,26.35110282534975,-86.33006966553879,Timber,57,1863.7739775265147,2,7,6,5,198024,11.321449029103505,30.57032034922581,1160.000938408714,2020,1185609.3169842127,110,0.1390378262981481,0.08620295807587129
100086,FL,33.22363001863395,-110.72714229918817,Steel,43,716.3116536636405,2,6,7,4,151637,17.385424840981983,21.77853590715522,1970.5879409891065,2011,730084.4805778521,304,0.038026760003417995,0.08921811229590129
100087,IL,40.31953713063859,-94.02956092518299,Composite,83,311.4275770606982,2,8,8,4,148353,19.950838068339,20.61303674818075,202.58861358658672,2011,4175932.164171411,47,0.0517911631691706,0.09289251184761244
100088,MI,24.47765818333187,-123.67885683415497,Timber,30,1450.252744994225,5,8,5,4,130276,22.66472099409122,14.45979945560558,278.82770584469733,2023,1226054.0520694084,299,0.19150390368910084,0.03492003094838223
100089,NY,34.06240990492472,-82.25909940410564,Composite,16,458.00595365086,4,7,5,7,63254,26.304737369783247,2.451542892145257,709.9932627515254,2015,367530.9613586572,340,0.23199996614812726,0.045264242440946525
100090,OH,28.79598652380078,-84.28412218321294,Masonry,32,1829.433445373013,2,3,6,6,42833,9.791537851324044,14.539869603716419,954.1169213442846,2019,4350165.046413926,36,0.2520243209374598,0.012388208548685005
100091,GA,26.831554022446863,-77.1008175679445,Concrete,7,623.2695108402584,5,6,8,4,124852,33.96648438234287,3.5456224857556204,918.1436345636299,2017,1456304.3567460417,274,0.04580344372386738,0.031443093226481506
100092,GA,44.889003789580144,-71.98370765852563,Masonry,87,1161.5171093908166,5,8,3,6,129310,33.264669305410294,-6.802897392570814,617.3999976860018,2014,1453011.66639568,218,0.11496137412644951,0.07577702086469215
100093,NC,48.2279125050739,-120.78150284818356,Steel,34,511.0562107913645,5,8,7,8,185341,29.476807462032717,33.18348287518538,529.4015333005476,2011,2486928.236620578,327,0.24744367064512682,0.08152233924953123
100094,MI,24.3211570007899,-118.64853865836619,Timber,45,442.0053347567118,2,7,6,5,101778,15.043027032834946,24.804843205073595,800.9907596999878,2010,2384771.9826435754,47,0.2633292575195503,0.03235561482713319
100095,OH,43.42784506304457,-122.49192028633557,Composite,80,1544.290093367107,5,4,4,3,88645,33.29957894889999,32.27206478893615,606.0249766245157,2016,3572457.937230193,49,0.22198222869755366,0.09111382392488206
100096,NY,43.364572059453025,-113.54455610820551,Timber,83,1664.963293116115,3,8,4,4,175173,5.460485288131249,13.303919437026678,1191.7216143889723,2020,922963.365424121,23,0.17356649038435254,0.03736798891447462
100097,CA,46.91946781675848,-115.84369739706744,Timber,37,1032.69068117399,3,6,4,8,173545,30.877045793690655,19.510590911864554,1734.849974147522,2017,4240098.098707721,187,0.0973950243088893,0.06273740310247995
100098,MI,37.26360470854996,-78.27039010703916,Masonry,57,659.6625603770415,5,8,3,4,158215,7.747687914917313,6.712074218546864,1612.9136073152652,2013,4796603.572299653,199,0.03592319455172443,0.02775798913136626
100099,CA,45.48776759714565,-79.57272969526483,Composite,87,904.9361786041494,3,4,7,3,30323,17.02958760783855,1.2449211469928585,1488.841796566385,2020,3849573.6653857455,364,0.166352482934834,0.014565320858258242
100100,NC,46.6778981043335,-100.61749073108086,Concrete,71,660.3101092410743,5,8,3,3,115213,17.169583778135767,27.04263781128727,1448.3289687212305,2010,3004269.565504543,357,0.16116332585481793,0.023823906899823864
100101,TX,25.289602488231743,-101.62811185429779,Steel,21,1547.1426428814516,3,7,8,6,74002,13.69481681041341,-8.454824755428227,776.9462809831215,2019,4309652.8650219655,73,0.10433939549110341,0.07109038019332131
100102,IL,45.79574733091411,-67.7926509597296,Concrete,46,988.455587917564,4,7,4,8,194936,15.725218367527805,16.68847099546329,902.3871718448049,2020,1133424.3354874535,163,0.1543012422895711,0.06849025187948873
100103,NY,26.340312197701426,-119.42860302457412,Concrete,14,1740.5399102960785,3,8,8,8,180778,39.839076459133146,-5.530685765094169,1018.5812737933254,2023,1848097.338806139,48,0.16601859869105212,0.022103622511362345
100104,FL,27.060481243769587,-123.65808238969527,Steel,78,411.98806849467877,5,3,8,7,79142,18.835027788321987,23.97796480871432,743.8926514059696,2014,2342956.9081806326,9,0.05983402157655218,0.0703795455422274
100105,FL,33.93452998539707,-70.29677044293807,Steel,53,160.73554013770277,3,6,5,4,83385,9.750418453381144,8.215969160826461,1975.1962670149264,2023,3735528.366008256,77,0.21590176320919924,0.07638913489001485
100106,IL,42.60219882663337,-115.90260133551962,Steel,46,464.6386886859193,2,6,5,6,184987,36.56075470953943,7.834481859926271,804.6630312788176,2014,2286712.0901806643,349,0.10540685122307511,0.05293140689823445
100107,FL,38.605782725244495,-107.36714972143702,Concrete,10,845.6704436862274,3,5,5,7,160786,28.000538828195904,36.88135260190184,1167.4932359540464,2017,899769.0313080274,77,0.22069436356900368,0.03255078486766879
100108,NC,36.339711829649005,-107.86844899973406,Masonry,26,30.655754712127397,2,7,8,4,109310,32.09014340613983,23.44957219140442,1261.7021582624816,2021,4874575.288518643,274,0.06284443707956407,0.0672447403010422
100109,OH,27.481712704477612,-82.08735486246971,Composite,23,68.60051660506033,5,3,6,8,4220,31.316147171892258,22.665627401141165,1085.028249844985,2014,2213481.6220776523,57,0.23956458271825765,0.04875062917812596
100110,GA,27.159311952947238,-123.72421883940392,Composite,34,513.3128304815414,5,7,6,4,66609,34.81123434634242,-4.131216692219294,788.7390246025425,2016,3382117.039461976,134,0.17947185679014982,0.06914014384871538
100111,PA,26.76597913993454,-74.32973558306003,Composite,88,928.6643977610253,2,6,8,5,102327,12.299932823526849,0.7462111775861064,363.25299307038506,2012,1820647.3308976393,343,0.21128579114500262,0.09757441195320206
100112,GA,34.22040230079169,-118.79054766317165,Masonry,61,1183.6240602060757,3,3,6,5,125989,20.357800544590862,19.83337668688725,569.3179679855219,2019,39013.8687101736,187,0.28422869608796236,0.05206362891420788
100113,GA,47.71917437640292,-74.23286257978941,Steel,46,938.9520221329095,3,7,3,3,164548,36.37373515880779,8.093090226067105,1678.3505037013517,2022,4246782.8482724,55,0.12739504564458745,0.021679014005512465
100114,GA,46.28281988568503,-105.6145876398492,Timber,50,1322.526463156262,3,7,5,8,64027,12.863004084081856,31.105171637884013,1954.8617498963185,2021,3822774.912286607,60,0.02308416611609685,0.051164928937115564
100115,TX,26.37871989243997,-104.47653375301351,Composite,23,683.1026484398583,3,3,4,3,132452,26.286798160492705,17.564685873022434,758.0011542082462,2023,2393386.3937807013,265,0.0709634050807823,0.07596576560059937
100116,OH,43.585868668716756,-100.74170473929765,Steel,32,1335.2894110222664,5,6,4,4,161730,19.104550321373623,36.33701845065632,252.0630991094688,2020,1062181.1338305033,130,0.22967361940803863,0.08349848082306943
100117,FL,34.20367279756652,-95.0369741556488,Steel,38,1397.09181476691,5,7,6,4,103229,6.8956804714768,-4.113960678325248,1214.90066007189,2013,4719810.774335919,357,0.09939575104069882,0.09029710651302
100118,OH,29.436435837002186,-104.39369742475536,Concrete,65,1948.3141681048576,2,5,6,6,178855,10.626435685944884,7.859841281620348,1305.045811671738,2011,1209249.6071749057,273,0.19406372792370047,0.0022657298132800143
100119,PA,26.512990954727563,-122.94137783871291,Steel,95,252.84981009729356,5,5,4,6,142617,30.989848403799925,13.713927867140995,1669.2323305477346,2016,2516077.1516910284,101,0.19421315179027393,0.006204064085644673
100120,NC,29.041887739099614,-114.55342211996056,Steel,26,85.04985730873588,3,4,6,4,9697,25.231297668918884,15.990630264620211,1841.130504328256,2013,2559438.2346097417,213,0.05755678427083822,0.00985706954307965
100121,IL,35.58774136186733,-87.36321891156126,Concrete,95,203.39447360649856,4,4,3,3,108685,27.00286481133409,6.191547253740286,1295.0029264628868,2019,3376689.880044686,362,0.279134717831697,0.05483155692894768
100122,FL,42.530318401845875,-116.05873891226676,Masonry,18,1801.7496238835079,5,3,7,8,66337,16.885276406111736,22.122561894619537,704.8319034322728,2015,3023435.1377941496,231,0.2560263987647196,0.03487648484566706
100123,NY,26.74469341592633,-115.768420129499,Timber,43,1452.155755192151,2,4,8,5,42353,22.57799946681579,38.148222691932965,1410.2485549283433,2014,4021812.765540671,16,0.09693408912256178,0.01972258269882413
100124,NY,41.1973476347785,-92.83521638471083,Composite,50,1074.9847820761192,4,7,7,5,26277,35.829484379278625,35.131549359655374,1019.3624583093426,2023,3425749.2182352855,228,0.20828892969916685,0.06493364713152551
100125,NY,44.55435207071181,-117.46983631936409,Composite,33,1544.9803861659045,3,8,5,3,78414,30.307276727353354,20.948901584759987,1820.7374834437235,2014,4805199.785984046,187,0.2134230968128904,0.07220513202948696
100126,IL,46.87542527179694,-73.00907187231743,Masonry,22,1184.2667896278795,5,4,6,4,101058,28.608368413857573,-0.6597166927552429,1850.5656660739517,2021,3647156.581110343,300,0.18960975085373602,0.021133309283249788
100127,IL,43.677003462440446,-124.90074334303938,Timber,74,150.41600732923158,4,6,3,7,59730,39.712781020698564,-6.592772213916439,1355.3344892468617,2021,1090499.5563475625,108,0.25409075063475806,0.02338937007092901
100128,OH,43.9550016954349,-72.39701232202688,Concrete,73,1670.7731945241671,3,7,6,4,94301,21.39672468902193,4.955773448149651,476.7301608936004,2023,3695858.9261333426,94,0.07794691973099707,0.05469616097966795
100129,IL,29.70773514369513,-106.81310778664061,Concrete,38,823.1474355051392,3,4,7,7,32478,17.195337623532932,5.951548739708954,1437.5063107065223,2012,1371601.4688040214,240,0.28525231481951263,0.09454730156314844
